fixture,position,token_id,token_text,source,label,post_attn_l00,post_attn_l01,post_attn_l02,post_attn_l03,post_attn_l04,post_attn_l05,post_attn_l06,post_attn_l07,post_attn_l08,post_attn_l09,post_attn_l10,post_attn_l11,post_attn_l12,post_attn_l13,post_attn_l14,post_attn_l15,post_attn_l16,post_attn_l17,post_attn_l18,post_attn_l19,post_attn_l20,post_attn_l21,post_attn_l22,post_attn_l23,post_left_l00,post_left_l01,post_left_l02,post_left_l03,post_left_l04,post_left_l05,post_left_l06,post_left_l07,post_left_l08,post_left_l09,post_left_l10,post_left_l11,post_left_l12,post_left_l13,post_left_l14,post_left_l15,post_left_l16,post_left_l17,post_left_l18,post_left_l19,post_left_l20,post_left_l21,post_left_l22,post_left_l23,pre_attn_l00,pre_attn_l01,pre_attn_l02,pre_attn_l03,pre_attn_l04,pre_attn_l05,pre_attn_l06,pre_attn_l07,pre_attn_l08,pre_attn_l09,pre_attn_l10,pre_attn_l11,pre_attn_l12,pre_attn_l13,pre_attn_l14,pre_attn_l15,pre_attn_l16,pre_attn_l17,pre_attn_l18,pre_attn_l19,pre_attn_l20,pre_attn_l21,pre_attn_l22,pre_attn_l23,pre_left_l00,pre_left_l01,pre_left_l02,pre_left_l03,pre_left_l04,pre_left_l05,pre_left_l06,pre_left_l07,pre_left_l08,pre_left_l09,pre_left_l10,pre_left_l11,pre_left_l12,pre_left_l13,pre_left_l14,pre_left_l15,pre_left_l16,pre_left_l17,pre_left_l18,pre_left_l19,pre_left_l20,pre_left_l21,pre_left_l22,pre_left_l23
synth_000.txt,10,12,"-",system,0,0.069671,0.023023,0.022548,0.010759,0.010223,0.004894,0.006120,0.000678,0.002471,0.000533,0.001139,0.000296,0.001528,0.000567,0.000929,0.002673,0.000934,0.001188,0.000448,0.001358,0.000952,0.000720,0.000815,0.003478,0.038980,0.045890,0.048471,0.074258,0.066136,0.070919,0.067037,0.076777,0.050993,0.083838,0.061405,0.088902,0.060198,0.075877,0.060861,0.064225,0.088593,0.079807,0.067965,0.058741,0.081567,0.084379,0.078458,0.064297,258.446533,60.978458,31.367239,4.842404,1.311157,-4.712043,0.530477,-7.574307,39.860176,-9.840596,-6.485741,-10.112510,-1.655707,-3.813515,-4.529592,-5.672118,-3.841763,-6.731201,-6.370320,-6.446211,-5.590896,-5.582591,3.696536,3.652676,257.525146,61.466240,31.264683,5.614025,2.720859,-3.179945,1.805592,-4.306995,42.524452,-6.191769,-2.935223,-6.000228,1.506278,-0.111465,-0.852533,-2.523008,-1.009606,-3.545544,-2.814190,-3.327473,-2.667379,-2.379232,7.253632,6.061125
synth_000.txt,11,1292,"day",system,0,0.038152,0.037550,0.019610,0.010856,0.014448,0.017114,0.040285,0.035746,0.060035,0.026025,0.048609,0.014318,0.060497,0.025671,0.036890,0.043657,0.009314,0.029797,0.049228,0.062020,0.019271,0.012798,0.012052,0.018753,0.038119,0.038463,0.040398,0.065483,0.058019,0.061991,0.058501,0.066902,0.042372,0.074080,0.052258,0.079823,0.051355,0.067964,0.052684,0.055639,0.080027,0.070664,0.060122,0.051857,0.072384,0.075959,0.068806,0.055847,260.587799,59.047405,29.597517,3.454414,1.493871,-3.516812,2.033340,-3.799092,39.863255,-6.054292,-1.791475,-6.636078,2.333185,0.229626,-0.239999,-2.252297,-0.862817,-3.125399,-1.857440,-3.022434,-2.436875,-2.691128,6.366544,5.558290,260.448151,59.206707,30.728470,5.366306,2.412007,-3.452833,1.521764,-4.853919,38.334877,-6.576237,-3.413968,-6.458969,1.093562,-0.575285,-1.305788,-3.029666,-1.386297,-4.015154,-3.313578,-3.885986,-3.023321,-2.756054,6.745656,5.675508
synth_000.txt,12,432," it",system,0,0.038602,0.051260,0.059557,0.016575,0.021907,0.016357,0.018787,0.005253,0.020614,0.010067,0.015349,0.009808,0.016708,0.011627,0.013396,0.015658,0.018957,0.006719,0.003056,0.004641,0.002510,0.001970,0.003716,0.004366,0.034456,0.033972,0.034310,0.058861,0.051723,0.056386,0.053638,0.062934,0.040063,0.068329,0.049433,0.073087,0.049260,0.063006,0.049158,0.052759,0.073556,0.065989,0.058227,0.050705,0.066053,0.069081,0.061718,0.049738,258.717926,59.216789,30.940220,4.657273,2.380760,-3.628091,1.516946,-5.782275,31.574663,-8.120708,-3.191268,-8.520360,1.327011,-0.465894,-1.350284,-3.280884,-0.753747,-4.355448,-4.439977,-4.889581,-4.354427,-4.544973,4.949446,3.815487,258.275024,59.016804,30.362078,5.025683,2.202989,-3.627780,1.420814,-5.110461,31.121410,-6.737812,-3.438579,-6.567636,1.030099,-0.690614,-1.369459,-3.163321,-1.435796,-4.106761,-3.399211,-4.057563,-2.998729,-2.772791,6.552512,5.505567
synth_000.txt,13,10453,"iner",system,0,0.033213,0.045511,0.024990,0.023511,0.026221,0.024007,0.025652,0.009645,0.019780,0.013564,0.027597,0.016564,0.026014,0.017793,0.024179,0.030735,0.006853,0.011962,0.014823,0.009298,0.016726,0.002992,0.006566,0.005784,0.031805,0.032135,0.031476,0.053080,0.046965,0.050943,0.047850,0.056850,0.034934,0.062542,0.044518,0.067358,0.043944,0.057960,0.043853,0.048156,0.069115,0.060386,0.052616,0.045866,0.058466,0.062200,0.054575,0.043140,261.518188,60.863491,29.344427,5.368623,2.446754,-2.892115,2.060426,-5.138821,32.792988,-6.393842,-2.510675,-6.595080,1.523387,0.013068,-0.963223,-2.594580,-1.747990,-4.074721,-3.173772,-4.007122,-2.877865,-4.382388,3.838886,2.637783,261.517944,60.646839,29.925299,4.946439,2.075284,-3.693645,1.357770,-5.387133,32.311195,-6.957263,-3.509729,-6.830672,0.916633,-0.769650,-1.437768,-3.350722,-1.477293,-4.276018,-3.589953,-4.388076,-3.009887,-2.865678,6.088089,5.049756
synth_000.txt,14,5431,"aries",system,0,0.042979,0.029658,0.019335,0.013961,0.023920,0.035243,0.039702,0.012251,0.036446,0.023046,0.055870,0.020113,0.041218,0.021701,0.040260,0.045862,0.006563,0.023008,0.032578,0.043453,0.030317,0.017987,0.014541,0.016375,0.029491,0.029084,0.026765,0.048864,0.043675,0.047222,0.043571,0.051777,0.030881,0.057902,0.041129,0.062904,0.040225,0.053805,0.040120,0.044659,0.064192,0.055896,0.048794,0.041970,0.053361,0.057013,0.048411,0.037934,265.294769,59.662434,28.908052,4.833010,2.348236,-2.740546,2.575614,-4.252447,37.070286,-5.681797,-1.766491,-6.477349,2.150775,0.252239,-0.304506,-2.303392,-2.229304,-3.505194,-2.311667,-2.794406,-2.313909,-2.472363,5.662163,4.017115,264.909027,59.662075,29.367249,4.831319,2.039738,-3.736459,1.317453,-5.613187,35.075943,-7.017946,-3.556407,-6.871990,0.797548,-0.812816,-1.535592,-3.514351,-1.653910,-4.501971,-3.803275,-4.698330,-3.049055,-3.009495,5.790664,4.581227
synth_000.txt,15,448," with",system,0,0.063113,0.063006,0.037856,0.018561,0.018216,0.021617,0.032549,0.023957,0.054332,0.018947,0.026382,0.010747,0.033678,0.015597,0.023953,0.027942,0.011899,0.033846,0.034173,0.029347,0.021475,0.020999,0.088948,0.093065,0.028010,0.025543,0.022757,0.045214,0.040968,0.044992,0.041066,0.047996,0.028393,0.054711,0.040222,0.058948,0.037768,0.050203,0.038050,0.042503,0.059848,0.052497,0.046457,0.040698,0.050292,0.053625,0.044265,0.034704,263.710388,61.679031,30.133286,4.981094,2.371414,-3.312016,2.301413,-4.780746,33.262127,-5.846307,-2.799228,-7.207201,1.873680,-0.331829,-0.875040,-3.092138,-1.019131,-3.608261,-3.040411,-3.253735,-2.116148,-1.679779,8.397917,6.977706,262.572662,60.266144,29.355713,4.623295,1.737565,-3.802367,1.282342,-5.801793,31.199081,-7.074717,-3.661225,-6.932819,0.727163,-0.869056,-1.621842,-3.670116,-1.676548,-4.643218,-3.951820,-4.827300,-3.063373,-2.961277,5.972192,4.673179
synth_000.txt,16,24065," transit",system,0,0.027733,0.046914,0.023325,0.012348,0.028118,0.013703,0.019813,0.005340,0.019308,0.009899,0.021130,0.004190,0.023059,0.014411,0.014696,0.023194,0.007580,0.010656,0.013581,0.016057,0.026041,0.022391,0.011851,0.021665,0.027942,0.024529,0.020502,0.041886,0.037934,0.041744,0.038524,0.045183,0.027338,0.051222,0.037481,0.054825,0.034972,0.046727,0.035073,0.039943,0.056308,0.049394,0.043839,0.038078,0.047095,0.050701,0.045128,0.036669,263.152740,62.597645,28.595543,4.730718,2.324737,-3.934484,1.702163,-5.471488,29.054508,-5.818765,-2.949366,-5.861277,1.033158,-0.482152,-1.545154,-3.073256,-0.607623,-4.271044,-3.155574,-3.923395,-2.538782,-2.243255,5.636248,4.602077,263.080811,61.970860,28.872471,4.624638,1.736548,-3.835157,1.301280,-5.951333,27.934111,-7.174606,-3.670017,-7.011644,0.727747,-0.864647,-1.650152,-3.769290,-1.645356,-4.728387,-4.042997,-4.932086,-2.990855,-2.900214,6.077113,4.777846
synth_000.txt,17,3565," details",system,0,0.034121,0.034418,0.012105,0.008808,0.015890,0.014535,0.022026,0.006882,0.016745,0.009878,0.024344,0.008880,0.020817,0.007966,0.013675,0.019317,0.004848,0.009421,0.007520,0.007034,0.007646,0.008508,0.007534,0.006211,0.025815,0.022851,0.017397,0.038467,0.035371,0.038249,0.035463,0.041777,0.024106,0.047335,0.034474,0.050600,0.031651,0.043679,0.031687,0.036627,0.052810,0.045240,0.040468,0.034818,0.044325,0.048111,0.041742,0.034226,263.646698,63.636765,29.071068,4.959934,2.427907,-3.407302,2.455387,-4.801174,27.372990,-7.015937,-2.516137,-7.214350,1.578049,-0.501364,-0.936695,-2.721132,-1.330618,-4.326465,-3.387142,-4.120082,-2.874862,-3.156568,5.807059,4.175013,263.004974,62.967194,28.968140,4.533867,1.666397,-3.951297,1.239263,-6.133443,25.491684,-7.095366,-3.749766,-6.878732,0.624525,-0.931173,-1.776788,-3.888746,-1.639409,-4.899122,-4.207986,-5.123293,-3.000640,-2.884015,6.021380,4.680166
synth_000.txt,18,13,".",system,0,0.079486,0.071087,0.158654,0.036808,0.032334,0.019723,0.038255,0.020885,0.061196,0.024219,0.040913,0.020557,0.033541,0.023056,0.019701,0.022286,0.006674,0.021147,0.020100,0.039192,0.037712,0.025152,0.133158,0.100532,0.024333,0.020810,0.014470,0.034983,0.032297,0.035487,0.032708,0.038009,0.020880,0.043560,0.031799,0.047067,0.028531,0.040227,0.027636,0.032662,0.049425,0.041587,0.037544,0.032393,0.041035,0.045487,0.038385,0.031085,264.404510,65.695168,32.725998,7.180553,3.342263,-3.454853,2.816285,-4.490326,23.358816,-6.383769,-2.096560,-7.068204,2.442618,0.367835,-0.415304,-2.566851,-1.019872,-3.230265,-2.504621,-2.463918,-1.432881,-1.376291,9.108299,7.544270,262.896729,63.961735,28.949625,4.598109,1.560901,-4.072486,1.269870,-6.335774,19.401199,-7.135899,-3.826216,-6.885783,0.517508,-1.085185,-1.895065,-4.049893,-1.778189,-5.078311,-4.411866,-5.344754,-3.174128,-3.032586,6.047613,4.683697
synth_000.txt,19,1249,"To",doc,1,0.066687,0.075535,0.075958,0.047974,0.045609,0.041001,0.050892,0.037516,0.080500,0.012202,0.026392,0.012757,0.032079,0.013639,0.024655,0.022421,0.007706,0.030649,0.014383,0.020974,0.013432,0.007125,0.013339,0.012199,0.025207,0.021111,0.019525,0.033658,0.030926,0.033141,0.031421,0.035850,0.020577,0.040978,0.030336,0.044403,0.026812,0.038089,0.024977,0.029756,0.046498,0.039707,0.035538,0.031844,0.039106,0.043680,0.041898,0.033150,263.529633,66.566475,30.858078,5.780120,3.639418,-2.612738,3.280558,-3.805066,12.577188,-6.561457,-2.839246,-6.946489,1.803149,-0.857118,-0.304487,-2.553251,-1.387391,-3.421652,-2.952134,-3.534273,-2.367024,-2.679688,6.618798,5.314986,262.354553,64.868378,28.998392,4.829212,1.557982,-4.114769,1.278404,-6.440569,8.785787,-7.205794,-3.904423,-6.953755,0.388681,-1.198163,-1.935156,-4.160371,-1.888532,-5.179532,-4.534516,-5.418208,-3.122517,-2.974058,6.178693,4.812041
synth_000.txt,20,7585," reset",doc,0,0.037108,0.080486,0.067006,0.044091,0.047551,0.040198,0.047959,0.048200,0.054933,0.030108,0.045951,0.014406,0.039625,0.025549,0.043283,0.042920,0.015267,0.014438,0.047897,0.033051,0.018697,0.017824,0.014456,0.018465,0.025582,0.021443,0.019978,0.033203,0.030693,0.032400,0.030871,0.034854,0.021103,0.038633,0.028410,0.041782,0.025349,0.035713,0.023288,0.027411,0.044091,0.038510,0.033744,0.030826,0.036238,0.041362,0.038870,0.030503,264.535828,67.767555,30.419285,6.457461,3.762505,-2.388641,3.214852,-3.426823,6.620644,-5.360681,-1.636794,-6.366031,2.454092,0.413931,0.550947,-1.633632,-1.043600,-4.008043,-2.109414,-3.002594,-2.463344,-2.806367,6.007103,5.081246,264.035583,66.061859,28.841515,4.991023,1.661433,-4.103799,1.275415,-6.435841,2.813013,-7.317098,-3.987505,-6.951635,0.310642,-1.295136,-1.957854,-4.243185,-2.101539,-5.262212,-4.619252,-5.541808,-3.223482,-3.101659,6.096166,4.796815
synth_000.txt,21,697," your",doc,0,0.045867,0.047595,0.036023,0.019001,0.020378,0.018318,0.018834,0.013088,0.019917,0.006915,0.010815,0.008345,0.014414,0.004837,0.013818,0.015674,0.004580,0.016168,0.006190,0.012347,0.011636,0.009816,0.026443,0.026153,0.024357,0.022281,0.020263,0.033143,0.030637,0.031748,0.030375,0.035019,0.020913,0.037567,0.027767,0.039363,0.024165,0.034188,0.022605,0.026390,0.042013,0.036012,0.033069,0.029730,0.034245,0.039882,0.036005,0.028176,264.795013,67.947540,30.951700,5.692818,2.933675,-3.112465,2.412552,-4.244674,4.523170,-8.109819,-3.167419,-9.715780,1.336662,-1.019330,-0.389473,-2.856795,-1.726635,-3.990530,-3.913366,-3.782684,-2.787398,-2.420019,7.524712,6.440186,263.927521,66.827698,29.095083,4.988823,1.677483,-4.109090,1.274818,-6.476667,1.826664,-7.461656,-4.019763,-7.134931,0.289822,-1.428847,-1.998741,-4.328654,-2.174679,-5.360601,-4.692075,-5.616066,-3.366676,-3.240559,6.108782,4.851604
synth_000.txt,22,3552," password",doc,0,0.039607,0.038441,0.031625,0.031223,0.042468,0.043760,0.054380,0.013125,0.056624,0.018551,0.084005,0.048082,0.095074,0.031673,0.104117,0.080914,0.013697,0.014904,0.026583,0.037146,0.063538,0.014177,0.012226,0.026847,0.024028,0.020922,0.018629,0.031661,0.029177,0.030167,0.028688,0.033214,0.018919,0.035057,0.025712,0.036953,0.021899,0.031516,0.020408,0.024019,0.039593,0.033588,0.030281,0.027653,0.032128,0.037962,0.034217,0.026592,263.992767,67.686050,30.500248,6.647361,3.403886,-2.231684,2.925257,-4.141874,4.120884,-5.897196,-1.349396,-5.557926,3.503535,0.769264,1.701799,-0.752040,-1.181467,-3.690401,-2.105554,-2.432287,-1.591999,-2.608163,5.961592,5.523162,263.494843,66.890625,29.207060,5.009318,1.622184,-4.093593,1.295626,-6.509376,0.175676,-7.544910,-4.011150,-7.244048,0.230576,-1.452521,-1.971997,-4.310617,-2.278045,-5.437618,-4.823288,-5.722573,-3.382915,-3.256007,6.206042,4.992404
